,sentence,open_q,close_q,affirm,reflect,sd,b,sv,%,aa,ba,qy,ny,fc,qw,nn,bk,h,qy^d,bh,^q,bf,"fo_o_fw_""_by_bc",na,ad,^2,b^m,qo,qh,^h,ar,ng,br,no,fp,qrr,arp_nd,t3,oo_co_cc,aap_am,t1,bd,^g,qw^d,fa,ft
382,How expensive.,0,0,0,0,0.003464122,0.006567043,0.001817663,0.006692912,0.001885247,0.049620613,0.001603652,0.001315075,0.00170008,0.199450076,0.012412878,0.004182328,0.005052395,0.003203601,0.011629603,0.003970423,0.003238936,0.006037506,0.011671129,0.01097235,0.009177296,0.016488276,0.205741614,0.039213054,0.011017204,0.00939307,0.002543817,0.158948362,0.009688341,0.010769798,0.022447206,0.017365765,0.016506925,0.007038036,0.017524172,0.035142936,0.022584895,0.009586044,0.012151512,0.009316462,0.010867639
383,How expensive was the hearing aid.,0,0,0,0,0.384733081,0.004488355,0.129955694,0.012821861,0.008628997,0.019415982,0.010932553,0.002609326,0.035254672,0.230394736,0.001520212,0.0030414,0.004299762,0.00269257,0.007698345,0.011107269,0.005872322,0.003527648,0.005266036,0.005839097,0.011917917,0.012866423,0.028061898,0.010298655,0.01434744,0.001481538,0.000778699,0.002093641,0.003088675,0.003153968,0.000714471,0.00397769,0.004503052,0.001460556,0.001528313,0.00580318,0.00124546,0.000308575,0.001459807,0.000223096,0.000587039
384,What was the cost of your hearing aid.,0,0,0,0,0.041703738,0.000207056,0.029768156,0.001741406,0.000694529,0.001710984,0.006077901,0.000742986,0.004413505,0.793691993,0.002290843,0.000545994,0.001423287,0.000782073,0.001400054,0.021342378,0.002174782,0.000789304,0.00123079,0.00278796,0.001817048,0.001622062,0.042776302,0.012150007,0.003570176,0.00117455,0.000283558,0.00093765,0.000829507,0.001741539,0.000563348,0.001066355,0.004092138,0.001052347,0.000670899,0.006569387,0.000402352,0.000113383,0.002593774,0.000102599,0.000351451
385,6600,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
386,"
Okay.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
387,"
Did you know, they said it would be a little cheaper if you went through your insurance.",0,0,0,0,0.053899784,0.000116591,0.017728878,0.000941562,0.000242327,0.000166273,0.816685438,0.000341859,0.000504926,0.000887171,7.07E-05,0.00019787,0.000340413,0.043447644,0.001144416,0.007287031,0.042437535,0.000426918,0.000268511,0.002415556,0.002395747,0.000569807,0.000503514,0.004110739,0.000160634,0.000399421,9.98E-05,8.20E-05,0.000221124,6.94E-05,0.000655253,0.000214584,0.000119366,0.000383661,6.15E-05,2.61E-05,4.42E-05,0.000114018,0.000128433,1.14E-05,7.79E-05
388,"
Okay.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
389,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
390,"
Nice.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
391,"Awesome, G is working really well I am going to I think that's it.",0,0,0,0,0.721111834,0.001638496,0.246953592,0.002474575,0.014480623,0.001108784,0.003550951,0.001125813,0.00073202,5.93E-05,1.28E-05,0.000221476,0.000741529,0.00099354,5.25E-05,0.000357347,0.000714196,0.000137317,0.00165632,0.000196964,0.000183966,0.000267186,0.000162529,5.95E-05,0.000137347,8.82E-05,0.000264265,3.15E-05,0.000275251,1.53E-05,2.39E-06,9.56E-05,1.31E-05,2.59E-05,1.72E-05,1.69E-05,1.14E-06,2.38E-06,1.78E-05,1.28E-06,1.26E-06
392,I think I should be able to figure out which one it is if it's a 6600 version because I just googled signia hearing aids.,0,0,0,0,0.106751353,4.68E-05,0.889265537,0.000102545,0.001279028,0.00029119,0.000322738,2.61E-05,0.000325955,1.41E-05,5.16E-06,3.71E-06,0.000242584,0.000295277,3.23E-06,0.000234453,0.00022481,3.15E-05,0.00018108,3.99E-05,1.55E-05,1.98E-05,6.95E-06,7.89E-05,3.52E-05,5.07E-05,2.31E-05,2.45E-06,2.13E-05,6.49E-07,3.42E-07,2.49E-05,4.28E-06,6.76E-06,1.49E-05,6.97E-07,1.32E-06,3.37E-07,4.13E-06,8.19E-08,7.22E-07
393,"And, but if you, if you don't mind tracking down the name and model number that would be awesome if if you're able to do that and share that with me every night.",0,0,0,0,0.866922081,3.52E-05,0.120351009,0.000190739,0.000129336,0.00011007,0.009156827,4.33E-05,0.000142238,5.41E-05,2.99E-06,1.38E-05,9.18E-05,0.000690199,9.79E-06,0.000242501,0.000837638,6.98E-05,5.19E-05,0.000406637,0.000202725,2.96E-05,7.11E-06,0.000132332,2.26E-05,1.29E-05,7.17E-06,1.59E-06,5.08E-06,6.49E-07,2.01E-07,1.07E-05,7.23E-07,1.12E-05,1.06E-06,6.81E-07,4.87E-07,7.51E-08,8.72E-07,1.48E-07,5.32E-08
394,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
395,Right.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
396,Cool.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
397,Awesome.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
398,"Well
thanks for sharing that gene.",0,0,0,0,0.031530574,0.00135711,0.069468893,0.001474155,0.004168392,0.023782978,0.070321016,0.000854065,0.444997609,0.002023732,0.002732592,0.007953475,0.000260332,0.005392508,0.000283832,0.001519255,0.009178138,0.028149655,0.001465105,0.00208453,0.002179803,0.022991294,0.000655664,0.000207694,0.001221193,0.005006163,0.003710496,0.002427689,0.003099743,0.021662913,0.002476997,0.039484996,0.005321628,0.002852485,0.014274193,9.72E-05,0.001420346,0.000155198,0.000626038,0.000256452,0.160873905
399,Are you able to use my health online.,0,0,0,0,0.012148777,0.000142167,0.002981776,0.000661555,0.00042535,0.00036379,0.947697103,0.000567337,0.001312079,0.000879905,7.39E-05,0.000180472,0.000144919,0.003570108,0.003217411,0.006820663,0.00371616,0.000993028,0.000351007,0.000652772,0.001074607,0.000609434,0.000314716,0.007242084,0.000165776,0.000607343,6.75E-05,0.000147562,0.000256371,0.00020321,0.001104777,0.000226473,0.000223029,0.000269689,7.39E-05,5.91E-05,7.26E-05,0.000184762,7.20E-05,4.19E-05,8.29E-05
400,Can you use the Sutter my health online app on your iPhone.,0,0,0,0,0.120899148,0.000770606,0.05356269,0.00428162,0.000900082,0.004091215,0.415311396,0.001759616,0.005656297,0.00574042,0.000201938,0.001196316,0.001567751,0.037712414,0.004225134,0.140045062,0.055160511,0.011247555,0.000473894,0.058313806,0.007160415,0.004490006,0.007071135,0.038627021,0.002631392,0.001093863,0.000205168,0.000838817,0.000529501,0.000946414,0.001640687,0.001209583,0.001594765,0.005026056,0.000641664,0.000392387,0.000353444,0.000185165,0.001172593,0.000448793,0.000623629
401,"
Can your son.",0,0,0,0,0.01666612,0.004675508,0.010556233,0.019028489,0.004402064,0.006243726,0.213552505,0.003258132,0.008010347,0.010098672,0.003764717,0.004135433,0.002713963,0.033213507,0.041395098,0.18236734,0.032725472,0.034174971,0.001355229,0.101078972,0.010036069,0.003142061,0.017225051,0.118491143,0.003617559,0.005726886,0.002070875,0.02644477,0.00163287,0.00188504,0.009345677,0.00401618,0.008094919,0.016267495,0.004439913,0.002938181,0.004827381,0.007696815,0.005455587,0.008270388,0.004958608
402,"
Yeah Can your son help you with that.",0,0,0,0,0.174734518,0.097668104,0.140945509,0.012023365,0.165754214,0.005909814,0.260288239,0.074788451,0.009231987,0.001360066,7.05E-05,0.001189436,6.22E-05,0.007325334,0.001496822,0.017011175,0.01274622,0.002726783,6.40E-05,0.003529405,0.002198347,0.006115558,0.00025908,0.00192772,0.000247861,5.58E-05,1.37E-05,6.38E-05,1.85E-05,2.01E-05,9.96E-07,2.20E-05,2.41E-05,5.24E-05,1.03E-05,6.40E-06,1.78E-06,7.94E-06,2.40E-05,1.31E-06,2.18E-06
403,I wonder if your son can help you because one of the ways you and I can communicate is through my health online.,0,0,0,0,0.529829621,5.18E-05,0.443306506,0.000125555,0.00019892,0.000407485,0.001787371,0.000111423,0.000247261,0.000123464,8.87E-06,2.34E-05,0.000269533,0.010925193,3.06E-05,0.000508494,0.001259186,7.59E-05,0.000219669,0.006649767,0.000814729,4.86E-05,0.000276481,0.002372866,0.000100022,3.36E-05,7.26E-06,1.96E-05,1.47E-05,3.20E-06,1.04E-06,1.25E-05,1.47E-05,3.81E-05,3.18E-06,1.94E-06,6.07E-07,2.70E-07,7.51E-05,5.41E-07,7.22E-07
404,"Like I can send you a message and you can respond back to me so like if you wanted to send me the information rather than calling the office, you just send me a message on my health online.",0,0,0,0,0.797733605,2.74E-05,0.141613826,9.61E-05,0.000195764,0.000100537,0.001997188,5.35E-05,0.00998242,6.52E-05,2.76E-06,0.000121599,5.69E-05,0.00216148,6.68E-06,0.016071277,0.001357066,0.000380608,2.99E-05,0.027125083,0.000158511,5.71E-05,2.94E-05,0.000246435,7.31E-05,6.07E-06,4.47E-06,2.62E-06,1.13E-05,9.16E-06,7.48E-07,1.74E-05,4.94E-05,0.000140689,1.43E-06,5.39E-07,4.39E-07,2.15E-07,9.67E-06,1.25E-06,1.27E-06
405,"
Yeah, unfortunately
because it's, it's a little.",0,0,0,0,0.383241951,0.003560072,0.556720436,0.013126461,0.010660456,0.008205751,0.002686235,0.000488068,0.001802907,0.000314481,0.000111573,0.000170783,0.001272566,0.003197611,0.000179555,0.001755534,0.002535901,0.000645243,0.001687614,0.000266107,0.003200967,0.000912885,7.07E-05,0.001328281,0.000337813,0.000264879,0.000382917,9.30E-05,0.00022275,2.23E-05,1.53E-05,0.000157779,4.04E-05,6.28E-05,7.87E-05,5.03E-05,6.88E-05,1.05E-05,3.80E-05,6.17E-06,5.41E-06
406,We haven't been able to do text messaging with patients because it's not considered privacy secure.,0,0,0,0,0.7433092,8.37E-05,0.2420526,0.000550894,0.001880325,0.00029243,0.000398972,4.83E-05,0.00067814,3.00E-05,1.96E-05,2.58E-05,0.000348726,0.000786706,6.80E-06,0.000481835,0.00481081,7.05E-05,0.002807867,0.000101148,0.000261685,5.99E-05,7.28E-06,4.30E-05,0.000101729,0.0001159,0.000259498,8.14E-06,7.31E-05,1.19E-05,1.43E-05,0.000117864,5.06E-05,1.76E-05,3.28E-05,8.15E-06,9.19E-06,2.90E-06,1.65E-05,1.38E-06,2.20E-06
407,"So anyways, I think it's something to think about if you How often do you see your son.",0,0,0,0,0.217280433,0.003829147,0.669998944,0.009267334,0.007427249,0.006341749,0.006762371,0.00131489,0.004935638,0.004667069,0.000381181,0.001087844,0.001637169,0.007775378,0.000299023,0.001491321,0.005980369,0.001807929,0.004481702,0.005783824,0.000345278,0.000409225,0.028586552,0.002302638,0.00264925,0.000604108,0.000273432,0.000499432,0.000597924,4.64E-05,1.37E-05,0.000296668,0.000193075,9.03E-05,0.000111083,2.83E-05,5.73E-05,1.27E-05,0.000304813,6.72E-06,2.07E-05
408,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
409,How often do you see him.,0,0,0,0,0.00557842,0.003351891,0.004527782,0.002935265,0.002029729,0.00582868,0.023417858,0.00244317,0.002864918,0.502581239,0.006503064,0.005528132,0.002762414,0.001817295,0.026370266,0.00475709,0.001198449,0.006931077,0.001769053,0.011401916,0.000515611,0.00257063,0.239724904,0.034207538,0.033798937,0.001966952,0.001291566,0.003895034,0.00482645,0.002610298,0.000626513,0.004286021,0.004701323,0.001033366,0.001271585,0.028713932,0.001263224,0.000502274,0.006310676,0.000574985,0.000710327
410,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
411,"Do you use any other apps on your phone, like,
You know,
I don't know financial apps or Google Maps or email us email.",0,0,0,0,0.00644828,4.94E-05,0.002698418,0.00061803,0.000100384,3.97E-05,0.972808897,7.19E-05,0.000236956,0.000391907,2.87E-05,7.83E-05,1.98E-05,0.005135302,0.000690317,0.002699652,0.004460629,0.000371191,7.40E-05,0.000365993,0.000807113,0.0001502,0.000135271,0.000619495,1.92E-05,0.000102421,8.75E-05,4.97E-05,8.78E-05,1.89E-05,0.0001762,9.40E-05,5.49E-05,7.61E-05,2.18E-05,1.21E-05,2.23E-05,3.13E-05,1.55E-05,3.20E-06,2.74E-05
412,"Okay, okay.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
413,Let me see is your son's name Steve right.,0,0,0,0,0.181001157,0.00050699,0.002270947,0.001069379,0.000735078,0.003194931,0.011925044,0.004242723,0.005528634,0.008875173,0.000938085,0.033403024,0.009031894,0.000554243,0.000263213,0.155962795,0.000508165,0.015535625,0.000804546,0.032001358,0.000212652,0.000776461,0.002307198,0.001040586,0.456309021,0.001269806,0.001909764,4.96E-05,0.003403305,0.014973315,9.37E-05,0.003452203,0.003018305,0.026609542,0.000175887,0.013798418,0.000680342,8.26E-05,0.000913541,0.000277672,0.000293128
414,"
Okay, okay,
well you know what I will do is, is it okay if I give Steve a call.",0,0,0,0,0.879949629,0.00052209,0.080714643,0.0028966,0.001670016,0.002774697,0.011719401,0.00020297,0.003095256,0.000418237,4.24E-05,0.000265726,0.000539914,0.000788973,4.95E-05,0.008989749,0.000193739,0.001255022,0.000181497,0.000696394,0.000140099,0.000155676,3.79E-05,0.002013803,0.000235572,9.97E-05,6.87E-05,1.30E-05,7.28E-05,2.87E-05,4.20E-06,5.84E-05,1.89E-05,3.77E-05,3.00E-06,1.17E-05,6.79E-06,1.42E-06,2.41E-05,5.03E-07,8.11E-07
415,"And I'll just explain to him what I was talking about I'm talking about using my health online, because this way you can also see all of your own lab results.",0,0,0,0,0.959980845,3.46E-05,0.036410563,0.00014144,0.000139548,2.67E-05,6.01E-05,7.18E-06,0.002676506,1.12E-05,1.25E-07,1.99E-05,5.06E-06,4.89E-05,3.94E-07,0.000140446,6.02E-05,3.09E-05,2.38E-05,0.000118682,2.76E-05,1.21E-06,1.90E-06,1.40E-05,1.07E-05,3.91E-07,2.68E-07,1.90E-07,1.19E-06,4.48E-07,1.01E-08,8.35E-07,1.57E-06,1.91E-06,6.50E-08,9.96E-08,2.29E-08,1.08E-08,2.09E-07,1.80E-08,8.36E-08
416,And just kind of reminders about your health.,0,0,0,0,0.523811877,0.000176649,0.379809678,0.007351815,0.000294632,0.00098963,0.002034417,8.10E-05,0.000649084,0.007995396,0.000290341,0.000250168,0.003076795,0.022179442,0.000229928,0.003241281,0.022050725,0.000379836,0.00107771,0.005775022,0.00411723,0.000789225,0.00411721,0.003381174,0.001327856,0.000736882,0.000220832,0.000209654,0.0002147,7.37E-05,0.000232158,0.000371142,0.000346447,0.000376241,0.000302143,0.000352275,0.000243308,3.30E-05,0.000737256,2.26E-05,4.96E-05
417,Does that make sense.,0,0,0,0,0.020606261,0.008656812,0.020519359,0.020687839,0.007701196,0.020291822,0.635810912,0.002431011,0.006231743,0.002970484,0.000956346,0.003917698,0.001597588,0.031379506,0.043278657,0.028549017,0.021674894,0.012385301,0.002325383,0.007065603,0.020267555,0.006001158,0.002052087,0.039277673,0.002665803,0.003411475,0.001408756,0.003849322,0.002089665,0.000361864,0.002791011,0.002563108,0.001247112,0.002106203,0.001230316,0.000617795,0.003420006,0.004028507,0.000556833,0.000283151,0.000733213
